order_id,order_date,customer_id
91,2024-01-17,4297
92,2024-01-21,3318
93,2024-01-16,3864
94,2024-01-29,3451
95,2024-01-04,3067
96,2024-01-04,3587
97,2024-01-08,3334
98,2024-01-03,3792
99,2024-01-20,1213
100,2024-01-22,4211
101,2024-01-01,705
102,2024-01-04,31
103,2024-01-27,2622
104,2024-01-14,371
105,2024-01-14,1445
106,2024-01-30,4752
107,2024-01-26,4995
108,2024-01-25,1938
109,2024-01-24,3078
110,2024-01-01,3049
111,2024-01-23,840
112,2024-01-13,4554
113,2024-01-05,4132
114,2024-01-18,295
115,2024-01-13,2126
116,2024-01-16,1070
117,2024-01-08,3722
118,2024-01-20,2820
119,2024-01-24,4247
120,2024-01-25,91
121,2024-01-27,948
122,2024-01-15,3098
123,2024-01-18,3595
124,2024-01-08,101
125,2024-01-24,2263
126,2024-01-30,2742
127,2024-01-01,114
128,2024-01-03,2943
129,2024-01-10,502
130,2024-01-13,1365
131,2024-01-18,2019
132,2024-01-23,2722
133,2024-01-08,2635
134,2024-01-09,1816
135,2024-01-24,4007
136,2024-01-06,4463
137,2024-01-04,1258
138,2024-01-09,1564
139,2024-01-16,2080
140,2024-01-12,4889
141,2024-01-30,678
142,2024-01-08,4143
143,2024-01-11,3362
144,2024-01-23,2581
145,2024-01-23,4587
146,2024-01-29,1546
147,2024-01-09,395
148,2024-01-10,3020
149,2024-01-08,4724
150,2024-01-02,2315
151,2024-01-25,2732
152,2024-01-18,49
153,2024-01-18,2647
154,2024-01-25,3806
155,2024-01-05,1160
156,2024-01-16,235
157,2024-01-18,559
158,2024-01-04,1255
159,2024-01-17,625
160,2024-01-02,2245
161,2024-01-01,2457
162,2024-01-11,4031
163,2024-01-16,4501
164,2024-01-26,438
165,2024-01-16,1376
166,2024-01-12,4605
167,2024-01-17,4679
168,2024-01-22,2809
169,2024-01-04,4216
170,2024-01-15,3812
171,2024-01-08,1149
172,2024-01-20,3922
173,2024-01-24,2455
174,2024-01-21,4135
175,2024-01-25,799
176,2024-01-27,2192
177,2024-01-11,243
178,2024-01-12,1719
179,2024-01-08,4523
180,2024-01-13,425
181,2024-01-13,4196
182,2024-01-22,1180
183,2024-01-06,675
184,2024-01-28,2495
185,2024-01-21,1317
186,2024-01-16,4609
187,2024-01-19,20
188,2024-01-17,4545
189,2024-01-10,1491
190,2024-01-25,3067
191,2024-01-04,3491
192,2024-01-01,2662
193,2024-01-19,1601
194,2024-01-22,4535
195,2024-01-19,1189
196,2024-01-21,2202
197,2024-01-25,2893
198,2024-01-15,2553
199,2024-01-22,4472
200,2024-01-08,1784
201,2024-01-28,1366
202,2024-01-22,1542
203,2024-01-02,2455
204,2024-01-27,2570
205,2024-01-21,2445
206,2024-01-16,1863
207,2024-01-27,1961
208,2024-01-20,1749
209,2024-01-03,3414
210,2024-01-24,1707
211,2024-01-26,1288
212,2024-01-28,2152
213,2024-01-27,2555
214,2024-01-06,3444
215,2024-01-20,333
216,2024-01-14,4384
217,2024-01-29,2715
218,2024-01-02,3764
219,2024-01-26,3366
220,2024-01-17,684
221,2024-01-14,3478
222,2024-01-10,4716
223,2024-01-22,3433
224,2024-01-15,3322
225,2024-01-04,3839
226,2024-01-04,975
227,2024-01-28,4504
228,2024-01-07,1600
229,2024-01-01,4551
230,2024-01-19,1802
231,2024-01-02,4481
232,2024-01-12,1742
233,2024-01-08,2549
234,2024-01-29,1234
235,2024-01-20,4427
236,2024-01-29,1700
237,2024-01-16,1753
238,2024-01-01,1788
239,2024-01-06,4928
240,2024-01-30,3355
241,2024-01-28,783
242,2024-01-25,885
243,2024-01-09,3920
244,2024-01-02,2099
245,2024-01-09,2580
246,2024-01-14,934
247,2024-01-03,2538
248,2024-01-09,4661
249,2024-01-23,2505
250,2024-01-20,1891
251,2024-01-15,3331
252,2024-01-10,515
253,2024-01-28,4650
254,2024-01-04,1598
255,2024-01-27,4280
256,2024-01-24,4201
257,2024-01-09,302
258,2024-01-25,3665
259,2024-01-30,4101
260,2024-01-07,3535
261,2024-01-12,3459
262,2024-01-22,4116
263,2024-01-08,4857
264,2024-01-16,4990
265,2024-01-24,4956
266,2024-01-18,1246
267,2024-01-24,4770
268,2024-01-26,8
269,2024-01-11,4553
270,2024-01-28,1256
271,2024-01-10,1113
272,2024-01-11,5
273,2024-01-19,1432
274,2024-01-30,540
275,2024-01-26,2107
276,2024-01-04,1014
277,2024-01-28,2727
278,2024-01-05,2496
279,2024-01-01,252
280,2024-01-13,630
281,2024-01-10,672
282,2024-01-12,1372
283,2024-01-11,1085
284,2024-01-15,1447
285,2024-01-30,4979
286,2024-01-13,2595
287,2024-01-14,2137
288,2024-01-13,3019
289,2024-01-30,2041
290,2024-01-15,1868
291,2024-01-26,2807
292,2024-01-28,3931
293,2024-01-25,4434
294,2024-01-07,4067
295,2024-01-22,2650
296,2024-01-05,4762
297,2024-01-30,2806
298,2024-01-28,1853
299,2024-01-13,463
300,2024-01-29,3776
301,2024-01-17,2299
302,2024-01-21,164
303,2024-01-03,4919
304,2024-01-19,985
305,2024-01-04,3659
306,2024-01-06,4181
307,2024-01-02,1308
308,2024-01-30,661
309,2024-01-23,3248
310,2024-01-04,324
311,2024-01-22,4698
312,2024-01-29,3433
313,2024-01-07,2296
314,2024-01-12,4860
315,2024-01-21,3298
316,2024-01-05,2751
317,2024-01-20,2762
318,2024-01-25,1502
319,2024-01-18,1822
320,2024-01-01,2201
321,2024-01-22,2258
322,2024-01-07,4196
323,2024-01-28,4296
324,2024-01-22,2050
325,2024-01-25,1273
326,2024-01-15,3231
327,2024-01-29,4308
328,2024-01-09,254
329,2024-01-05,4414
330,2024-01-11,3683
331,2024-01-11,4907
332,2024-01-28,2003
333,2024-01-25,4781
334,2024-01-03,4950
335,2024-01-04,3780
336,2024-01-10,2113
337,2024-01-09,1580
338,2024-01-16,996
339,2024-01-26,3659
340,2024-01-07,544
341,2024-01-27,4660
342,2024-01-03,4666
343,2024-01-06,4342
344,2024-01-30,4517
345,2024-01-30,2301
346,2024-01-30,4840
347,2024-01-26,3533
348,2024-01-29,1733
349,2024-01-18,2599
350,2024-01-18,1144
351,2024-01-27,795
352,2024-01-24,2681
353,2024-01-07,3337
354,2024-01-09,4428
355,2024-01-03,4800
356,2024-01-01,1092
357,2024-01-22,952
358,2024-01-03,892
359,2024-01-12,2706
360,2024-01-13,1260
361,2024-01-06,4487
362,2024-01-02,499
363,2024-01-11,2123
364,2024-01-11,2267
365,2024-01-10,1937
366,2024-01-12,3091
367,2024-01-18,1842
368,2024-01-02,2353
369,2024-01-28,4221
370,2024-01-13,668
371,2024-01-03,1089
372,2024-01-16,473
373,2024-01-12,581
374,2024-01-14,4431
375,2024-01-20,4671
376,2024-01-22,980
377,2024-01-28,2521
378,2024-01-03,2193
379,2024-01-13,3576
380,2024-01-10,650
381,2024-01-02,3581
382,2024-01-12,527
383,2024-01-19,4205
384,2024-01-28,2027
385,2024-01-15,234
386,2024-01-11,2870
387,2024-01-24,4503
388,2024-01-13,2670
389,2024-01-17,4892
390,2024-01-21,259
391,2024-01-19,3230
392,2024-01-16,3416
393,2024-01-08,4665
394,2024-01-03,4557
395,2024-01-12,3819
396,2024-01-21,2109
397,2024-01-03,670
398,2024-01-18,4897
399,2024-01-26,3548
400,2024-01-28,885
401,2024-01-11,3220
402,2024-01-02,2581
403,2024-01-04,3146
404,2024-01-02,2600
405,2024-01-26,3258
406,2024-01-03,267
407,2024-01-24,227
408,2024-01-11,4894
409,2024-01-30,3360
410,2024-01-19,337
411,2024-01-17,3875
412,2024-01-30,3921
413,2024-01-09,892
414,2024-01-14,2907
415,2024-01-14,25
416,2024-01-17,2196
417,2024-01-04,1541
418,2024-01-15,2871
419,2024-01-14,4521
420,2024-01-09,3929
421,2024-01-22,1426
422,2024-01-26,1968
423,2024-01-01,2943
424,2024-01-09,1607
425,2024-01-01,1662
426,2024-01-21,1492
427,2024-01-08,1243
428,2024-01-01,524
429,2024-01-27,3521
430,2024-01-25,464
431,2024-01-12,1936
432,2024-01-22,2334
433,2024-01-05,4813
434,2024-01-22,600
435,2024-01-19,4093
436,2024-01-16,124
437,2024-01-23,148
438,2024-01-02,2465
439,2024-01-10,656
440,2024-01-21,4950
441,2024-01-12,521
442,2024-01-22,880
443,2024-01-14,2126
444,2024-01-14,978
445,2024-01-09,1380
446,2024-01-03,459
447,2024-01-02,4403
448,2024-01-22,4575
449,2024-01-16,2665
450,2024-01-11,4100
451,2024-01-24,1821
452,2024-01-07,1853
453,2024-01-26,1414
454,2024-01-13,2412
455,2024-01-30,4664
456,2024-01-07,3572
457,2024-01-08,4704
458,2024-01-24,4552
459,2024-01-28,2282
460,2024-01-03,656
461,2024-01-29,338
462,2024-01-08,3613
463,2024-01-15,1378
464,2024-01-13,32
465,2024-01-24,4518
466,2024-01-13,4794
467,2024-01-04,618
468,2024-01-14,4895
469,2024-01-19,4987
470,2024-01-24,4242
471,2024-01-04,2376
472,2024-01-09,922
473,2024-01-04,2266
474,2024-01-20,3973
475,2024-01-28,1305
476,2024-01-05,2513
477,2024-01-20,2189
478,2024-01-04,2469
479,2024-01-10,910
480,2024-01-14,2068
481,2024-01-20,280
482,2024-01-07,338
483,2024-01-06,966
484,2024-01-04,3363
485,2024-01-10,4284
486,2024-01-09,3241
487,2024-01-26,1408
488,2024-01-22,4293
489,2024-01-14,1941
490,2024-01-21,3912
491,2024-01-06,1277
492,2024-01-13,334
493,2024-01-16,3255
494,2024-01-02,3109
495,2024-01-13,2293
496,2024-01-23,1747
497,2024-01-26,440
498,2024-01-01,3610
499,2024-01-26,4320
500,2024-01-22,1463
501,2024-01-09,1307
502,2024-01-27,3596
503,2024-01-13,1389
504,2024-01-23,2973
505,2024-01-16,2919
506,2024-01-12,1222
507,2024-01-12,145
508,2024-01-24,3717
509,2024-01-19,875
510,2024-01-13,3746
511,2024-01-18,3655
512,2024-01-22,3178
513,2024-01-08,3561
514,2024-01-17,3593
515,2024-01-30,2297
516,2024-01-25,465
517,2024-01-04,1159
518,2024-01-29,750
519,2024-01-22,262
520,2024-01-13,2548
521,2024-01-11,4610
522,2024-01-20,2628
523,2024-01-22,3197
524,2024-01-28,2082
525,2024-01-02,1064
526,2024-01-06,1344
527,2024-01-27,4634
528,2024-01-29,2466
529,2024-01-23,4752
530,2024-01-19,99
531,2024-01-26,2506
532,2024-01-10,1968
533,2024-01-02,3074
534,2024-01-02,1963
535,2024-01-07,2440
536,2024-01-01,1403
537,2024-01-18,1350
538,2024-01-01,4214
539,2024-01-17,4987
540,2024-01-13,2489
541,2024-01-05,390
542,2024-01-19,3060
543,2024-01-20,2886
544,2024-01-15,3599
545,2024-01-05,1622
546,2024-01-26,4718
547,2024-01-17,2915
548,2024-01-01,4818
549,2024-01-26,4646
550,2024-01-16,4725
551,2024-01-05,3866
552,2024-01-13,2235
553,2024-01-11,382
554,2024-01-06,1401
555,2024-01-28,3236
556,2024-01-19,4402
557,2024-01-11,2836
558,2024-01-10,4074
559,2024-01-29,835
560,2024-01-24,1644
561,2024-01-07,2369
562,2024-01-20,4296
563,2024-01-15,1728
564,2024-01-10,4625
565,2024-01-07,1853
566,2024-01-04,2761
567,2024-01-08,303
568,2024-01-28,3459
569,2024-01-28,4355
570,2024-01-10,3188
571,2024-01-09,80
572,2024-01-21,1556
573,2024-01-03,1572
574,2024-01-06,1028
575,2024-01-11,3963
576,2024-01-08,1993
577,2024-01-14,1339
578,2024-01-22,1608
579,2024-01-12,2119
580,2024-01-11,4921
581,2024-01-11,2728
582,2024-01-27,772
583,2024-01-03,985
584,2024-01-25,471
585,2024-01-09,390
586,2024-01-19,1568
587,2024-01-25,1229
588,2024-01-08,1256
589,2024-01-27,1889
590,2024-01-28,2708
591,2024-01-18,3708
592,2024-01-02,118
593,2024-01-20,1508
594,2024-01-28,246
595,2024-01-24,3228
596,2024-01-26,3355
597,2024-01-09,2255
598,2024-01-27,27
599,2024-01-12,3131
600,2024-01-25,3948
601,2024-01-06,4301
602,2024-01-01,3165
603,2024-01-12,2765
604,2024-01-25,805
605,2024-01-30,2021
606,2024-01-21,1929
607,2024-01-26,4262
608,2024-01-13,3190
609,2024-01-10,1468
610,2024-01-03,433
611,2024-01-26,2257
612,2024-01-28,1108
613,2024-01-11,754
614,2024-01-14,4434
615,2024-01-07,3436
616,2024-01-20,2560
617,2024-01-25,1271
618,2024-01-20,4819
619,2024-01-14,1769
620,2024-01-22,4832
621,2024-01-23,1422
622,2024-01-10,2117
623,2024-01-14,1328
624,2024-01-18,1998
625,2024-01-13,3026
626,2024-01-18,437
627,2024-01-02,333
628,2024-01-23,4790
629,2024-01-01,3024
630,2024-01-07,370
631,2024-01-05,4053
632,2024-01-23,3755
633,2024-01-19,2586
634,2024-01-20,3229
635,2024-01-05,1985
636,2024-01-05,3146
637,2024-01-30,1359
638,2024-01-16,3889
639,2024-01-12,2945
640,2024-01-22,3954
641,2024-01-22,4291
642,2024-01-04,496
643,2024-01-12,1727
644,2024-01-24,1729
645,2024-01-19,1262
646,2024-01-09,731
647,2024-01-25,824
648,2024-01-08,2987
649,2024-01-15,2797
650,2024-01-25,3576
651,2024-01-26,465
652,2024-01-04,1459
653,2024-01-28,2547
654,2024-01-13,4233
655,2024-01-07,921
656,2024-01-05,1587
657,2024-01-04,2498
658,2024-01-10,772
659,2024-01-18,4911
660,2024-01-04,1929
661,2024-01-17,3770
662,2024-01-26,2731
663,2024-01-05,4784
664,2024-01-23,1195
665,2024-01-03,426
666,2024-01-07,4899
667,2024-01-07,949
668,2024-01-03,2423
669,2024-01-26,4930
670,2024-01-05,1993
671,2024-01-15,3212
672,2024-01-10,3568
673,2024-01-24,4590
674,2024-01-26,1642
675,2024-01-20,2751
676,2024-01-03,2569
677,2024-01-23,1201
678,2024-01-28,2873
679,2024-01-03,3354
680,2024-01-17,2915
681,2024-01-22,118
682,2024-01-12,1293
683,2024-01-07,3143
684,2024-01-21,653
685,2024-01-11,4640
686,2024-01-11,2874
687,2024-01-25,4764
688,2024-01-18,1459
689,2024-01-03,1419
690,2024-01-23,2631
691,2024-01-29,3288
692,2024-01-10,204
693,2024-01-10,2991
694,2024-01-16,3593
695,2024-01-13,3887
696,2024-01-30,3654
697,2024-01-04,808
698,2024-01-30,2145
699,2024-01-18,3919
700,2024-01-24,3451
701,2024-01-11,2153
702,2024-01-14,4285
703,2024-01-27,904
704,2024-01-03,931
705,2024-01-03,821
706,2024-01-21,3439
707,2024-01-08,2481
708,2024-01-11,2687
709,2024-01-15,2007
710,2024-01-22,4632
711,2024-01-12,2165
712,2024-01-15,783
713,2024-01-27,4381
714,2024-01-30,4583
715,2024-01-08,334
716,2024-01-04,114
717,2024-01-07,3551
718,2024-01-02,554
719,2024-01-11,4824
720,2024-01-04,2676
721,2024-01-09,3373
722,2024-01-03,2785
723,2024-01-06,1729
724,2024-01-27,4854
725,2024-01-15,706
726,2024-01-10,3452
727,2024-01-22,569
728,2024-01-26,4516
729,2024-01-24,1114
730,2024-01-23,1076
731,2024-01-09,3797
732,2024-01-28,4402
733,2024-01-09,2229
734,2024-01-27,4904
735,2024-01-07,405
736,2024-01-09,1845
737,2024-01-14,2866
738,2024-01-29,3445
739,2024-01-01,2023
740,2024-01-17,1347
741,2024-01-18,3193
742,2024-01-25,4019
743,2024-01-10,857
744,2024-01-20,2468
745,2024-01-01,4296
746,2024-01-09,1916
747,2024-01-21,1588
748,2024-01-18,3613
749,2024-01-07,1592
750,2024-01-03,4641
751,2024-01-11,1951
752,2024-01-07,2004
753,2024-01-10,1337
754,2024-01-30,3380
755,2024-01-15,2823
756,2024-01-17,240
757,2024-01-11,1286
758,2024-01-01,619
759,2024-01-13,2477
760,2024-01-05,868
761,2024-01-23,3511
762,2024-01-10,3400
763,2024-01-05,3567
764,2024-01-25,747
765,2024-01-05,77
766,2024-01-23,40
767,2024-01-30,49
768,2024-01-06,3665
769,2024-01-25,1335
770,2024-01-20,759
771,2024-01-13,2949
772,2024-01-02,279
773,2024-01-14,2746
774,2024-01-17,2556
775,2024-01-22,3232
776,2024-01-25,3076
777,2024-01-21,4627
778,2024-01-12,3500
779,2024-01-14,4451
780,2024-01-16,822
781,2024-01-12,2265
782,2024-01-18,3387
783,2024-01-24,1029
784,2024-01-06,4828
785,2024-01-13,4247
786,2024-01-21,863
787,2024-01-26,4252
788,2024-01-27,1649
789,2024-01-21,1636
790,2024-01-13,1831
791,2024-01-20,1617
792,2024-01-21,3640
793,2024-01-06,1450
794,2024-01-13,1477
795,2024-01-11,3652
796,2024-01-13,4900
797,2024-01-21,1150
798,2024-01-15,616
799,2024-01-24,2889
800,2024-01-15,113
801,2024-02-27,4875
802,2024-02-11,889
803,2024-02-25,541
804,2024-02-17,2525
805,2024-02-10,1679
806,2024-02-23,2785
807,2024-02-22,4388
808,2024-02-21,1459
809,2024-02-04,1640
810,2024-02-27,1639
811,2024-02-22,4929
812,2024-02-27,3426
813,2024-02-24,3843
814,2024-02-07,3172
815,2024-02-09,2646
816,2024-02-22,2229
817,2024-02-02,2758
818,2024-02-21,2645
819,2024-02-10,2353
820,2024-02-12,2234
821,2024-02-08,1893
822,2024-02-05,2859
823,2024-02-21,2387
824,2024-02-15,2375
825,2024-02-21,2109
826,2024-02-03,4628
827,2024-02-25,3277
828,2024-02-14,1069
829,2024-02-15,3219
830,2024-02-24,190
831,2024-02-07,951
832,2024-02-26,1119
833,2024-02-07,4083
834,2024-02-04,4775
835,2024-02-10,2676
836,2024-02-07,3346
837,2024-02-11,673
838,2024-02-23,1560
839,2024-02-21,4968
840,2024-02-20,390
841,2024-02-07,4295
842,2024-02-11,4423
843,2024-02-17,3691
844,2024-02-22,2805
845,2024-02-23,4652
846,2024-02-26,4161
847,2024-02-05,1487
848,2024-02-09,3766
849,2024-02-26,775
850,2024-02-08,2631
851,2024-02-28,4301
852,2024-02-19,1233
853,2024-02-24,1908
854,2024-02-08,3493
855,2024-02-04,2827
856,2024-02-07,1332
857,2024-02-18,4681
858,2024-02-26,381
859,2024-02-02,156
860,2024-02-05,4793
861,2024-02-25,447
862,2024-02-11,2244
863,2024-02-21,3217
864,2024-02-28,4497
865,2024-02-23,3455
866,2024-02-25,3998
867,2024-02-22,3809
868,2024-02-19,1777
869,2024-02-27,3725
870,2024-02-07,3019
871,2024-02-10,1591
872,2024-02-06,4682
873,2024-02-18,4902
874,2024-02-19,1259
875,2024-02-08,2156
876,2024-02-07,3876
877,2024-02-16,3021
878,2024-02-03,1608
879,2024-02-10,3267
880,2024-02-22,2046
881,2024-02-16,2865
882,2024-02-25,3701
883,2024-02-07,2431
884,2024-02-04,4717
885,2024-02-14,4861
886,2024-02-12,3096
887,2024-02-26,3642
888,2024-02-07,1311
889,2024-02-17,2533
890,2024-02-11,1644
891,2024-02-10,547
892,2024-02-10,4923
893,2024-02-03,893
894,2024-02-09,1644
895,2024-02-04,206
896,2024-02-12,754
897,2024-02-08,2586
898,2024-02-05,526
899,2024-02-26,140
900,2024-02-12,4885
901,2024-02-08,768
902,2024-02-22,2354
903,2024-02-09,3131
904,2024-02-05,791
905,2024-02-08,464
906,2024-02-18,1625
907,2024-02-08,3944
908,2024-02-13,2443
909,2024-02-11,387
910,2024-02-04,3707
911,2024-02-03,2463
912,2024-02-11,2897
913,2024-02-25,596
914,2024-02-20,4219
915,2024-02-14,181
916,2024-02-28,2456
917,2024-02-27,2644
918,2024-02-28,2806
919,2024-02-27,2854
920,2024-02-11,3051
921,2024-02-08,3481
922,2024-02-28,1055
923,2024-02-03,2150
924,2024-02-15,3727
925,2024-02-19,4241
926,2024-02-24,534
927,2024-02-07,2866
928,2024-02-21,2445
929,2024-02-25,1486
930,2024-02-19,160
931,2024-02-11,2185
932,2024-02-01,151
933,2024-02-27,4797
934,2024-02-23,1779
935,2024-02-07,2750
936,2024-02-14,1975
937,2024-02-18,2283
938,2024-02-22,3139
939,2024-02-08,2378
940,2024-02-23,4798
941,2024-02-06,2610
942,2024-02-21,2162
943,2024-02-27,2003
944,2024-02-05,219
945,2024-02-05,83
946,2024-02-24,811
947,2024-02-19,2816
948,2024-02-22,126
949,2024-02-19,4217
950,2024-02-20,141
951,2024-02-06,4950
952,2024-02-15,417
953,2024-02-09,2816
954,2024-02-03,2777
955,2024-02-01,3667
956,2024-02-06,304
957,2024-02-12,1347
958,2024-02-22,4214
959,2024-02-26,3581
960,2024-02-17,547
961,2024-02-17,4690
962,2024-02-24,3623
963,2024-02-15,2847
964,2024-02-09,4807
965,2024-02-24,3127
966,2024-02-10,1034
967,2024-02-08,1248
968,2024-02-26,1694
969,2024-02-23,4655
970,2024-02-06,3294
971,2024-02-27,946
972,2024-02-02,2434
973,2024-02-15,2384
974,2024-02-10,3851
975,2024-02-03,1378
976,2024-02-14,2710
977,2024-02-11,2270
978,2024-02-24,2899
979,2024-02-27,1262
980,2024-02-16,814
981,2024-02-19,2959
982,2024-02-09,922
983,2024-02-26,2490
984,2024-02-10,3237
985,2024-02-09,2773
986,2024-02-06,97
987,2024-02-03,4280
988,2024-02-16,192
989,2024-02-12,64
990,2024-02-22,745
991,2024-02-04,4335
992,2024-02-17,2247
993,2024-02-09,2371
994,2024-02-01,3425
995,2024-02-05,2446
996,2024-02-19,3767
997,2024-02-06,2382
998,2024-02-16,2561
999,2024-02-23,1033
1000,2024-02-07,720
1001,2024-02-04,2009
1002,2024-02-13,2297
1003,2024-02-04,3227
1004,2024-02-22,644
1005,2024-02-28,1507
1006,2024-02-07,976
1007,2024-02-18,1350
1008,2024-02-08,3264
1009,2024-02-05,2310
1010,2024-02-03,2448
1011,2024-02-14,631
1012,2024-02-17,3518
1013,2024-02-06,1213
1014,2024-02-11,3682
1015,2024-02-07,1261
1016,2024-02-11,232
1017,2024-02-10,3794
1018,2024-02-21,2101
1019,2024-02-27,364
1020,2024-02-23,465
1021,2024-02-22,2716
1022,2024-02-16,4883
1023,2024-02-06,940
1024,2024-02-15,2673
1025,2024-02-15,847
1026,2024-02-17,4297
1027,2024-02-01,669
1028,2024-02-20,216
1029,2024-02-15,782
1030,2024-02-27,1146
1031,2024-02-25,1772
1032,2024-02-07,4050
1033,2024-02-14,2562
1034,2024-02-24,4555
1035,2024-02-02,3120
1036,2024-02-19,3529
1037,2024-02-26,1039
1038,2024-02-18,3679
1039,2024-02-05,25
1040,2024-02-06,3489
1041,2024-02-28,2542
1042,2024-02-23,272
1043,2024-02-15,615
1044,2024-02-23,4202
1045,2024-02-06,973
1046,2024-02-21,1699
1047,2024-02-17,4767
1048,2024-02-28,2681
1049,2024-02-19,624
1050,2024-02-16,4411
1051,2024-02-15,2726
1052,2024-02-02,1953
1053,2024-02-05,1887
1054,2024-02-18,4700
1055,2024-02-02,1111
1056,2024-02-17,2112
1057,2024-02-02,3050
1058,2024-02-12,4625
1059,2024-02-21,2752
1060,2024-02-27,3950
1061,2024-02-23,1360
1062,2024-02-03,3199
1063,2024-02-21,2005
1064,2024-02-28,940
1065,2024-02-20,4335
1066,2024-02-06,2596
1067,2024-02-20,4745
1068,2024-02-20,8
1069,2024-02-08,4697
1070,2024-02-28,830
1071,2024-02-16,4615
1072,2024-02-05,2341
1073,2024-02-27,3099
1074,2024-02-19,4348
1075,2024-02-22,1049
1076,2024-02-01,4679
1077,2024-02-19,40
1078,2024-02-07,3518
1079,2024-02-12,46
1080,2024-02-12,3544
1081,2024-02-18,484
1082,2024-02-28,179
1083,2024-02-24,3843
1084,2024-02-11,3590
1085,2024-02-24,4939
1086,2024-02-17,2982
1087,2024-02-18,4988
1088,2024-02-02,1668
1089,2024-02-27,323
1090,2024-02-01,3503
1091,2024-02-10,2103
1092,2024-02-24,1701
1093,2024-02-15,1327
1094,2024-02-25,3801
1095,2024-02-17,4701
1096,2024-02-25,108
1097,2024-02-20,406
1098,2024-02-04,2168
1099,2024-02-24,787
1100,2024-02-18,2102
1101,2024-02-04,2073
1102,2024-02-22,2359
1103,2024-02-09,2135
1104,2024-02-08,1283
1105,2024-02-10,4337
1106,2024-02-01,2530
1107,2024-02-07,1660
1108,2024-02-24,1429
1109,2024-02-26,2726
1110,2024-02-04,1779
1111,2024-02-04,1409
1112,2024-02-22,247
1113,2024-02-02,2413
1114,2024-02-10,3216
1115,2024-02-08,4254
1116,2024-02-19,260
1117,2024-02-07,204
1118,2024-02-17,952
1119,2024-02-25,3869
1120,2024-02-27,3496
1121,2024-02-24,2232
1122,2024-02-15,3975
1123,2024-02-09,748
1124,2024-02-07,3303
1125,2024-02-23,36
1126,2024-02-09,4888
1127,2024-02-25,3156
1128,2024-02-23,2316
1129,2024-02-15,4779
1130,2024-02-14,3346
1131,2024-02-27,443
1132,2024-02-28,2281
1133,2024-02-07,4183
1134,2024-02-23,3299
1135,2024-02-14,4119
1136,2024-02-05,1285
1137,2024-02-18,1076
1138,2024-02-06,1576
1139,2024-02-01,4463
1140,2024-02-10,371
1141,2024-02-09,1476
1142,2024-02-24,2250
1143,2024-02-09,2057
1144,2024-02-10,2513
1145,2024-02-17,1006
1146,2024-02-07,111
1147,2024-02-21,1857
1148,2024-02-25,2488
1149,2024-02-01,2989
1150,2024-02-12,3403
1151,2024-02-18,3636
1152,2024-02-23,3450
1153,2024-02-25,2577
1154,2024-02-08,2040
1155,2024-02-23,4491
1156,2024-02-09,3466
1157,2024-02-05,2217
1158,2024-02-10,847
1159,2024-02-25,3502
1160,2024-02-19,4311
1161,2024-02-27,3343
1162,2024-02-18,2191
1163,2024-02-16,3500
1164,2024-02-15,3026
1165,2024-02-18,2260
1166,2024-02-20,4286
1167,2024-02-25,174
1168,2024-02-17,1651
1169,2024-02-06,4333
1170,2024-02-20,567
